Product Name,Category,Product Image File - 1,Product Image File - 2,Product Description,Cost Price
Pearl Rhinestone Pave Crystal Oval Fringe Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180329/RN17715-G-AB-16_3L-08L-15L-384562-650-02.jpg,,"Style No : 384562 Color : AB, Cream, Gold Theme : Pearl  Necklace Size : 16"" + 3"" L Decor Size : 0.8"" L Earring Size : 1.5"" L Pearl Rhinestone Pave Crystal Oval Fringe Necklace",6.50
Pearl Crystal Rhinestone Pave Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180329/RN17704-G-AB-16_4L-05L-15L-384545-425-02.jpg,,"Style No : 384545 Color : AB, Cream, Gold Theme : Pearl  Necklace Size : 16"" + 4"" L Decor Size : 0.5"" L Earring Size : 1.5"" L Pearl Crystal Rhinestone Pave Necklace",4.25
Cubic Zirconia Pearl Accented Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20171208/PDN5462-G-CM-16_2L-04X04-370877-600-01.jpg,images/20171208/des_img/PDN5462-G-CM-16_2L-04X04-370877-600-01-1.jpg,"Style No : 370877 Color : Clear, Cream, Gold Theme : Pearl  Necklace Size : 16"" + 2"" L Decor Size : 0.4"" X 0.4"" Made in Korea Cubic Zirconia Pearl Accented Pendant Necklace",6.00
Cubic Zirconia Pearl Accented Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20171208/PDN5462-R-WH-16_2L-04X04-370878-600-01.jpg,images/20171208/des_img/PDN5462-R-WH-16_2L-04X04-370878-600-01-1.jpg,"Style No : 370878 Color : Clear, Rhodium, White Theme : Pearl  Necklace Size : 16"" + 2"" L Decor Size : 0.4"" X 0.4"" Made in Korea Cubic Zirconia Pearl Accented Pendant Necklace",6.00
Stone Cluster Leaf Pendant Long Necklace,JEWELRY;NECKLACE/FASHION,images/20180329/PDN1987-RG-30_3L-125X15-05L-384654-425-02.jpg,images/20180329/des_img/PDN1987-RG-30_3L-125X15-05L-384654-425-02-1.jpg,"Style No : 384654 Color : Gold Burnished, Hematite Theme : Flower & Leaf  Necklace Size : 30"" + 3"" L  Decor Size : 1.25"" X 1.5""  Earring Size : 0.5"" L Stone Cluster Leaf Pendant Long Necklace",4.25
Bubble Stone Pearl Cluster Dome Link Necklace,JEWELRY;NECKLACE/PEARL,images/20171214/PN1-R-WH-18_3L-25L-125L-186351-2600-07.jpg,,"Style No : 186351 Color : Rhodium, White Theme : Pearl  Necklace Size : 18"" + 3"" L Decor Size : 2.5"" L Earring Size : 1.25"" L Bubble Stone Pearl Cluster Dome Link Necklace",26.00
Round Bead Link Bib Necklace,JEWELRY;NECKLACE/FASHION,images/20180328/FN8163-MNT-16_3L-15L-025L-384381-450-03.jpg,images/20180328/des_img/FN8163-MNT-16_3L-15L-025L-384381-450-03-1.jpg,"Style No : 384381 Color : Mint  Necklace Size : 16"" + 3"" L  Decor Size : 1.5"" L Earring Size : 0.25"" L Round Bead Link Bib Necklace",4.50
Faux Suede Fringe & Marble Bead Bib Necklace,JEWELRY;NECKLACE/FASHION,images/20160106/FN0522-GD-PCH-19_3L-9L-175L-292857-750-03.jpg,images/20160106/des_img/FN0522-GD-PCH-19_3L-9L-175L-292857-750-03-1.jpg,"Style No : 292857 Color : Gold, Peach Theme : Fringe  Necklace Size : 19"" + 3"" L Decor Size : 9"" L Earrings Size : 1.75"" L Faux Suede Fringe & Marble Bead Bib Necklace",7.50
Metal Chain Shamballa Ball Necklace,JEWELRY;NECKLACE/FASHION,images/20180327/FN8005-GD-BLU-18_3L-125L-384246-975-06.jpg,images/20180327/des_img/FN8005-GD-BLU-18_3L-125L-384246-975-06-1.jpg,"Style No : 384246 Color : Gold, Light Blue  Necklace Size : 18"" + 3"" L  Decor Size : 1.25"" L Metal Chain Shamballa Ball Necklace",9.75
Crystal Disco Ball Necklace,JEWELRY;NECKLACE/FASHION,images/20131125/FN401790-RH-RD-AB-18_3L-08L-13L-217045-475-02.jpg,images/20131125/des_img/FN401790-RH-RD-AB-18_3L-08L-13L-217045-475-02-1.jpg,"Style No : 217045 Color : Rhodium, Red  Necklace Size : 18"" + 3"" L Decor Size : 0.8"" L Earrings Size : 1.3"" L Crystal Disco Ball Necklace",4.75
Crystal Disco Ball Necklace,JEWELRY;NECKLACE/FASHION,images/20131125/FN710064-RH-AB-20_3L-08L-175L-217046-675-02.jpg,images/20131125/des_img/FN710064-RH-AB-20_3L-08L-175L-217046-675-02-1.jpg,"Style No : 217046 Color : Clear, AB, Rhodium  Necklace Size : 20"" + 3"" L Decor Size : 0.8"" L Earrings Size : 1.75"" L Crystal Disco Ball Necklace",6.75
Crystal Stone Chain Layered Bib Necklace,JEWELRY;NECKLACE/FASHION,images/20171021/FN1709-BN-BK-18_3L-3L-325L-365771-1950-03.jpg,,"Style No : 365771 Color : Black  Necklace Size : 18"" + 3"" L Decor Size : 3"" L Earring Size : 3.25"" L Crystal Stone Chain Layered Bib Necklace",19.50
"""gypsy Soul"" Patterned Round Drop Chain Tassel Necklace",JEWELRY;NECKLACE/FASHION,images/20180117/LN0476-SB-CR-32_3L-5L-08L-375954-575-02.jpg,images/20180117/des_img/LN0476-SB-CR-32_3L-5L-08L-375954-575-02-1.jpg,"Style No : 375954 Color : Turquoise, Silver Burnished, AB Theme : Message, Tassel  Necklace Size : 32"" + 3"" L  Decor Size : 5"" L Earring Size : 0.8"" L ""Gypsy Soul"" Patterned Round Drop Chain Tassel Necklace",5.75
Curved Crystal Oval Cluster Evening Necklace,JEWELRY;NECKLACE/EVENING,images/20180323/EVN17649-RD-SAP-16_3L-25L-225L-384043-1325-07.jpg,,"Style No : 384043 Color : Rhodium, Sapphire  Necklace Size : 16"" + 3"" L Decor Size : 2.5"" L Earring Size : 2.25"" L Curved Crystal Oval Cluster Evening Necklace",13.25
Pearl Centered Star Crystal Rhinestone Pave Fringe Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180320/RN17673-G-CR-16_3L-2L-125L-383556-425-02.jpg,,"Style No : 383556 Color : Clear, Cream, Gold Theme : Fringe, Pearl, Star  Necklace Size : 16"" + 3"" L Decor Size : 2"" L Earring Size : 1.25"" L Pearl Centered Star Crystal Rhinestone Pave Fringe Necklace",4.25
Metal Flower Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20170630/PDN9602-RG-16_2L-06X06-350602-450-01.jpg,images/20170630/des_img/PDN9602-RG-16_2L-06X06-350602-450-01-1.jpg,"Style No : 350602 Color : Rose Gold  Theme : Flower & Leaf  Necklace Size : 16"" + 2""L Decor Size : 0.6"" X 0.6"" L Made in Korea Metal Flower Pendant Necklace",4.50
Flower Cz Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20150501/PDN3024-G-CR-CZ-17L-05X05-269508-450-01.jpg,images/20150501/des_img/PDN3024-G-CR-17L-12X12-CuZir-269508-450-0.1-1.jpg,"Style No : 269508 Color : Clear, Gold Theme : Flower & Leaf  Necklace Size : 17"" L Pendant Size : 1/2"" X 1/2""  Cubic Zirconia Flower CZ Pendant Necklace",4.50
Curved Crystal Rhinestone Pave Oval Stone Cluster Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180320/RN17672-S-RD-16_4L-03L-125L-383554-450-02.jpg,,"Style No : 383554 Color : Red, Silver  Necklace Size : 16"" + 4"" L Decor Size : 0.3"" L Earrings Size : 1.25"" L Curved Crystal Rhinestone Pave Oval Stone Cluster Necklace",4.50
Curved Crystal Rhinestone Pave Oval Stone Cluster Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180320/RN17672-S-FUC-16_4L-03L-125L-383553-450-02.jpg,,"Style No : 383553 Color : Fuchsia, Silver  Necklace Size : 16"" + 4"" L Decor Size : 0.3"" L Earrings Size : 1.25"" L Curved Crystal Rhinestone Pave Oval Stone Cluster Necklace",4.50
Curved Crystal Rhinestone Pave Oval Stone Cluster Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180320/RN17672-G-CRY-16_4L-03L-125L-383550-450-02.jpg,,"Style No : 383550 Color : Clear, Gold  Necklace Size : 16"" + 4"" L Decor Size : 0.3"" L Earrings Size : 1.25"" L Curved Crystal Rhinestone Pave Oval Stone Cluster Necklace",4.50
Pearl Detail Crystal Rhinestone Pave Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180321/RN188-S-WH-16_4L-125L-15L-383633-525-02.jpg,,"Style No : 383633 Color : Clear, Silver, White Theme : Pearl  Necklace Size : 16"" + 4"" L Decor Size : 1.25"" L Earrings Size : 1.5"" L Pearl Detail Crystal Rhinestone Pave Necklace",5.25
Pearl Detail Crystal Rhinestone Pave Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180321/RN188-G-CR-16_4L-125L-15L-383632-525-02.jpg,,"Style No : 383632 Color : Clear, Cream, Gold Theme : Pearl  Necklace Size : 16"" + 4"" L Decor Size : 1.25"" L Earrings Size : 1.5"" L Pearl Detail Crystal Rhinestone Pave Necklace",5.25
Pave Crystal Rhinestone V Collar Marquise Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20170728/RN144-G-16_4L-15L-125L-354081-575-02.jpg,,"Style No : 354081 Color : Clear, Gold  Necklace Size : 16"" + 4"" L Decor Size : 1.5"" L Earrings Size : 1.25"" L Pave Crystal Rhinestone V Collar Marquise Necklace",5.75
Two Tone Metal Teardrop Drop Suede Tassel Long Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN7184-WSV-BK-32_3L-6L-14L-383499-425-01.jpg,images/20180320/des_img/LN7184-WSV-BK-32_3L-6L-14L-383499-425-01-1.jpg,"Style No : 383499 Color : Black, Worn Silver Theme : Tassel  Necklace Size : 32"" + 3"" L Decor Size : 6"" L Earring Size : 1.4"" L Two Tone Metal Teardrop Drop Suede Tassel Long Necklace",4.25
Two Tone Metal Teardrop Drop Suede Tassel Long Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN7184-WGD-BRW-32_3L-6L-14L-383518-425-01.jpg,images/20180320/des_img/LN7184-WGD-BRW-32_3L-6L-14L-383518-425-01-1.jpg,"Style No : 383518 Color : Brown, Worn Gold Theme : Tassel  Necklace Size : 32"" + 3"" L Decor Size : 6"" L Earring Size : 1.4"" L Two Tone Metal Teardrop Drop Suede Tassel Long Necklace",4.25
Two Tone Metal Teardrop Drop Suede Tassel Long Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN7184-WGD-BK-32_3L-6L-14L-383517-425-01.jpg,images/20180320/des_img/LN7184-WGD-BK-32_3L-6L-14L-383517-425-01-1.jpg,"Style No : 383517 Color : Black, Worn Gold Theme : Tassel  Necklace Size : 32"" + 3"" L Decor Size : 6"" L Earring Size : 1.4"" L Two Tone Metal Teardrop Drop Suede Tassel Long Necklace",4.25
Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3018-GD-YLL-28_3L-6L-383418-525-02.jpg,images/20180320/des_img/LN3018-GD-YLL-28_3L-6L-383418-525-02-1.jpg,"Style No : 383418 Color : Gold, Yellow Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 6"" L Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace",5.25
Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3018-GD-IVO-28_3L-6L-383415-525-02.jpg,images/20180320/des_img/LN3018-GD-IVO-28_3L-6L-383415-525-02-1.jpg,"Style No : 383415 Color : Gold, Ivory Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 6"" L Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace",5.25
Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3018-GD-TQ-28_3L-6L-383417-525-02.jpg,images/20180320/des_img/LN3018-GD-TQ-28_3L-6L-383417-525-02-1.jpg,"Style No : 383417 Color : Gold, Turquoise Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 6"" L Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace",5.25
Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3018-GD-LPNK-28_3L-6L-383416-525-02.jpg,images/20180320/des_img/LN3018-GD-LPNK-28_3L-6L-383416-525-02-1.jpg,"Style No : 383416 Color : Gold, Pink Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 6"" L Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace",5.25
Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3018-GD-GD-28_3L-6L-383414-525-02.jpg,images/20180320/des_img/LN3018-GD-GD-28_3L-6L-383414-525-02-1.jpg,"Style No : 383414 Color : Gold Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 6"" L Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace",5.25
Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3018-GD-FUCH-28_3L-6L-383413-525-02.jpg,images/20180320/des_img/LN3018-GD-FUCH-28_3L-6L-383413-525-02-1.jpg,"Style No : 383413 Color : Fuchsia, Gold Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 6"" L Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace",5.25
Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3018-GD-BLK-28_3L-6L-383412-525-02.jpg,images/20180320/des_img/LN3018-GD-BLK-28_3L-6L-383412-525-02-1.jpg,"Style No : 383412 Color : Black, Gold Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 6"" L Thread Wrapped Oval Hoop Long Drop Chain Tassel Necklace",5.25
Thread Wrapped Square Hoop Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3020-GD-YLL-28_3L-4L-383426-450-01.jpg,images/20180320/des_img/LN3020-GD-YLL-28_3L-4L-383426-450-01-1.jpg,"Style No : 383426 Color : Gold, Yellow Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 4"" L Thread Wrapped Square Hoop Drop Chain Tassel Necklace",4.50
Thread Wrapped Square Hoop Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3020-GD-IVO-28_3L-4L-383423-450-01.jpg,images/20180320/des_img/LN3020-GD-IVO-28_3L-4L-383423-450-01-1.jpg,"Style No : 383423 Color : Gold, Ivory Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 4"" L Thread Wrapped Square Hoop Drop Chain Tassel Necklace",4.50
Thread Wrapped Square Hoop Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3020-GD-LPNK-28_3L-4L-383424-450-01.jpg,images/20180320/des_img/LN3020-GD-LPNK-28_3L-4L-383424-450-01-1.jpg,"Style No : 383424 Color : Gold, Pink Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 4"" L Thread Wrapped Square Hoop Drop Chain Tassel Necklace",4.50
Thread Wrapped Square Hoop Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3020-GD-GD-28_3L-4L-383422-450-01.jpg,images/20180320/des_img/LN3020-GD-GD-28_3L-4L-383422-450-01-1.jpg,"Style No : 383422 Color : Gold Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 4"" L Thread Wrapped Square Hoop Drop Chain Tassel Necklace",4.50
Thread Wrapped Square Hoop Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3020-GD-FUCH-28_3L-4L-383421-450-01.jpg,images/20180320/des_img/LN3020-GD-FUCH-28_3L-4L-383421-450-01-1.jpg,"Style No : 383421 Color : Fuchsia, Gold Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 4"" L Thread Wrapped Square Hoop Drop Chain Tassel Necklace",4.50
Thread Wrapped Square Hoop Drop Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20180320/LN3020-GD-BLK-28_3L-4L-383420-450-01.jpg,images/20180320/des_img/LN3020-GD-BLK-28_3L-4L-383420-450-01-1.jpg,"Style No : 383420 Color : Black, Gold Theme : Fringe, Tassel  Necklace Size : 28"" + 3"" L Decor Size : 4"" L Thread Wrapped Square Hoop Drop Chain Tassel Necklace",4.50
"""happy Camper"" Pearl Charm Pendant Necklace",JEWELRY;NECKLACE/FASHION,images/20171230/PDN1684-C-3T-LB-30_3L-2X23-373424-525-02.jpg,images/20171230/des_img/PDN1684-C-3T-LB-30_3L-2X23-373424-525-02-1.jpg,"Style No : 373424 Color : Gold Burnished, Copper, Brown, Silver Burnished Theme : Message, Pearl  Necklace Size : 30 + 3"" L Decor Size : 2"" X 2.3"" ""Happy Camper"" Pearl Charm Pendant Necklace",5.25
Genuine Druzy Teardrop Pendant Long Necklace,JEWELRY;NECKLACE/FASHION,images/20180319/PDN1835-GD-YE-32_3L-06X15-383268-525-01.jpg,images/20180319/des_img/PDN1835-GD-YE-32_3L-06X15-383268-525-01-1.jpg,"Style No : 383268 Color : Gold, Yellow  Necklace Size : 32"" + 3"" L Decor Size : 0.6"" X 1.5"" Genuine Druzy Teardrop Pendant Long Necklace",5.25
Metal Mermaid Pendant Necklace,JEWELRY;NECKLACE/METAL,images/20180319/PDN1326-SB-GB-19_3L-2X2-383282-450-02.jpg,images/20180319/des_img/PDN1326-SB-GB-19_3L-2X2-383282-450-02-1.jpg,"Style No : 383282 Color : Gold Burnished, Silver Burnished Theme : Mermaid, Sea Life  Necklace Size : 19"" + 3"" L Decor Size : 2"" X 2"" Metal mermaid pendant necklace",4.50
Metal Mermaid Pendant Necklace,JEWELRY;NECKLACE/PENDANT,images/20161123/PDN1325-SB-RGB-19_3L-2X2-325753-450-02.jpg,images/20161123/des_img/PDN1325-SB-RGB-19_3L-2X2-325753-450-02-1.jpg,"Style No : 325753 Color : Rose Gold Burnished, Silver Burnished Theme : Sea Life  Necklace Size : 19"" + 3"" L Pendant Size : 2"" X 2"" Metal mermaid pendant necklace",4.50
Double Layered Y Metal Necklace,JEWELRY;NECKLACE/METAL,images/20180317/MN4002-RD-16_3L-13L-175L-383186-450-01.jpg,images/20180317/des_img/MN4002-RD-16_3L-13L-175L-383186-450-01-1.jpg,"Style No : 383186 Color : Rhodium  Necklace Size : 16"" + 3"" L Decor Size : 13"" L Earring Size : 1.75"" L Double Layered Y Metal Necklace",4.50
Layered Weave Multi Bead Drop Double Chain Tassel Necklace,JEWELRY;NECKLACE/FASHION,images/20170811/FN6064-GD-MON-18_3L-5L-355919-600-02.jpg,images/20170811/des_img/FN6064-GD-MON-18_3L-5L-355919-600-02-1.jpg,"Style No : 355919 Color : Gold, Montana Blue Theme : Tassel  Necklace Size : 18"" + 3""  L Decor Size : 5"" L Layered Weave Multi Bead Drop Double Chain Tassel Necklace",6.00
Multi Bead Detail Thread Fringe Long Necklace,JEWELRY;NECKLACE/FASHION,images/20180314/FN4221-IV-36_3L-125L-3L-382766-750-02.jpg,images/20180314/des_img/FN4221-IV-36_3L-125L-3L-382766-750-02-1.jpg,"Style No : 382766 Color : Ivory Theme : Fringe  Necklace Size : 36"" + 3"" L Decor Size : 1.25"" L Earring Size : 3"" L Multi Bead Detail Thread Fringe Long Necklace",7.50
Multi Bead Detail Thread Fringe Long Necklace,JEWELRY;NECKLACE/FASHION,images/20180314/FN4221-CO-36_3L-125L-3L-382767-750-02.jpg,images/20180314/des_img/FN4221-CO-36_3L-125L-3L-382767-750-02-1.jpg,"Style No : 382767 Color : Coral Theme : Fringe  Necklace Size : 36"" + 3"" L Decor Size : 1.25"" L Earring Size : 3"" L Multi Bead Detail Thread Fringe Long Necklace",7.50
Multi Bead Detail Thread Fringe Long Necklace,JEWELRY;NECKLACE/FASHION,images/20180314/FN4221-TQ-36_3L-125L-3L-382768-750--02.jpg,images/20180314/des_img/FN4221-TQ-36_3L-125L-3L-382768-750--02-1.jpg,"Style No : 382768 Color : Turquoise Theme : Fringe  Necklace Size : 36"" + 3"" L Decor Size : 1.25"" L Earring Size : 3"" L Multi Bead Detail Thread Fringe Long Necklace",7.50
Thread Wrapped Disc Thread Fringe Necklace,JEWELRY;NECKLACE/FASHION,images/20180314/FN4220-IV-21_3L-4L-2L-382763-600-02.jpg,images/20180314/des_img/FN4220-IV-21_3L-4L-2L-382763-600-02-1-.jpg,"Style No : 382763 Color : Ivory Theme : Fringe  Necklace Size : 21"" + 3"" L Decor Size : 4"" L Earring Size : 2"" L Thread Wrapped Disc Thread Fringe Necklace",6.00
Parrot Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20180313/PDN100-23-RH-16L-06X125-84739-225-01.jpg,images/20180313/des_img/PDN100-23-RH-16L-06X125-84739-225-01-1.jpg,"Style No : 84739 Color : Green, Red, Rhodium Theme : Animal  Necklace Size : 16"" L Decor Size : 0.6"" X 1.25"" Parrot Pendant Necklace",2.25
Multi Sized Abstract Beaded Bib Necklace,JEWELRY;NECKLACE/FASHION,images/20180313/FN6694-BK-29_2L-1L-125L-382714-425-03.jpg,images/20180313/des_img/FN6694-BK-29_2L-1L-125L-382714-425-03-1.jpg,"Style No : 382714 Color : Black  Necklace Size : 29"" + 2"" L Decor Size : 1"" L Earring Size : 1.25"" L Multi Sized Abstract Beaded Bib Necklace",4.25
Rhinestone Mermaid Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20170907/PDN7561-G-CR-16_2L-03X075-359649-300-01.jpg,images/20170907/des_img/PDN7561-G-CR-16_2L-03X075-359649-300-01-1.jpg,"Style No : 359649 Color : Clear, Gold Theme : Mermaid, Sea Life  Necklace Size : 16"" + 2"" L Decor Size : 0.3"" X 0.75"" Rhinestone Mermaid Pendant Necklace",3.00
Rhinestone Mermaid Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20170907/PDN7561-R-CR-16_2L-03X075-359650-300-01.jpg,images/20170907/des_img/PDN7561-R-CR-16_2L-03X075-359650-300-01-1.jpg,"Style No : 359650 Color : Clear, Rhodium Theme : Mermaid, Sea Life  Necklace Size : 16"" + 2"" L Decor Size : 0.3"" X 0.75"" Rhinestone Mermaid Pendant Necklace",3.00
Rhinestone Mermaid Pendant Necklace,JEWELRY;NECKLACE/FASHION,images/20170907/PDN7560-G-CR-16_2L-04X075-359647-300-01.jpg,images/20170907/des_img/PDN7560-G-CR-16_2L-04X075-359647-300-01-1.jpg,"Style No : 359647 Color : Clear, Gold Theme : Mermaid, Sea Life  Necklace Size : 16"" + 2"" L Decor Size : 0.4"" X 0.75"" Rhinestone Mermaid Pendant Necklace",3.00
Metal Mermaid Pendant Necklace,JEWELRY;NECKLACE/METAL,images/20170907/PDN7559-G-16_2L-03X075-359645-225-01.jpg,images/20170907/des_img/PDN7559-G-16_2L-03X075-359645-225-01-1.jpg,"Style No : 359645 Color : Gold Theme : Mermaid, Sea Life  Necklace Size : 16"" + 2"" L Decor Size : 0.3"" X 0.75"" Metal Mermaid Pendant Necklace",2.75
Metal Mermaid Pendant Necklace,JEWELRY;NECKLACE/METAL,images/20170907/PDN7558-G-16_2L-04X075-359643-225-01.jpg,images/20170907/des_img/PDN7558-G-16_2L-04X075-359643-225-01-1.jpg,"Style No : 359643 Color : Gold Theme : Mermaid, Sea Life  Necklace Size : 16"" + 2"" L Decor Size : 0.4"" X 0.75"" Metal Mermaid Pendant Necklace",2.25
Metal Mermaid Pendant Necklace,JEWELRY;NECKLACE/METAL,images/20170907/PDN7558-R-16_2L-04X075-359644-225-01.jpg,images/20170907/des_img/PDN7558-R-16_2L-04X075-359644-225-01-1.jpg,"Style No : 359644 Color : Rhodium Theme : Mermaid, Sea Life  Necklace Size : 16"" + 2"" L Decor Size : 0.4"" X 0.75"" Metal Mermaid Pendant Necklace",2.25
Floral Crystal Rhinestone Pave Bib Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180310/RN20-20299-AB-SV-14_4L-125L-075L-382494-450-02.jpg,,"Style No : 382494 Color : AB, Clear, Silver  Necklace Size : 14"" + 4"" L  Decor Size : 1.25"" L  Earring Size : 1.75"" L Floral Crystal Rhinestone Pave Bib Necklace",4.50
Floral Crystal Rhinestone Pave Teardrop Dangle Bib Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180310/RN20-20298-AB-SV-13_4L-175L-1L-382498-450-01.jpg,,"Style No : 382498 Color : AB, Clear, Silver  Necklace Size : 13"" + 4"" L  Decor Size : 1.75"" L  Earring Size : 1"" L Floral Crystal Rhinestone Pave Teardrop Dangle Bib Necklace",4.50
5rows Crystal Rhinestone Choker Cuff Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20150729/CN10720-S-CRY-34T-5Lines-63787-1025-0.3.jpg,,"Style No : 63787 Color : Clear, Silver  Decor Size : 0.75"" H Earring Size : 1.3"" L Cuff 5Rows Crystal Rhinestone Choker Cuff Necklace",9.50
Pearl Crystal Rhinestone V Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180309/RN17675-G-CR-16_4L-08L-15L-382395-450-02.jpg,,"Style No : 382395 Color : Clear, Cream, Gold Theme : Pearl  Necklace Size : 16"" + 4"" L  Decor Size : 0.8"" L Earring Size : 1.5"" L Pearl Crystal Rhinestone V Necklace",4.50
Crystal Rhinestone Pave Trim Oval Stone Cluster Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180309/RN17682-S-CRY-16_4L-07L-15L-382406-450-02.jpg,,"Style No : 382406 Color : Clear, Silver  Necklace Size : 16"" + 4"" L  Decor Size : 0.7"" L Earring Size : 1.5"" L Crystal Rhinestone Pave Trim Oval Stone Cluster Necklace",4.50
Crystal Rhinestone Pave Trim Oval Stone Cluster Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180309/RN17682-G-CRY-16_4L-07L-15L-382405-450-02.jpg,,"Style No : 382405 Color : Clear, Gold  Necklace Size : 16"" + 4"" L  Decor Size : 0.7"" L Earring Size : 1.5"" L Crystal Rhinestone Pave Trim Oval Stone Cluster Necklace",4.50
Crystal Rhinestone Pave Trim Oval Stone Cluster Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180309/RN17682-G-AB-16_4L-07L-15L-382404-450-02.jpg,,"Style No : 382404 Color : AB, Gold  Necklace Size : 16"" + 4"" L  Decor Size : 0.7"" L Earring Size : 1.5"" L Crystal Rhinestone Pave Trim Oval Stone Cluster Necklace",4.50
Pearl Crystal Rhinestone Pave V Collar Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180309/RN17681-G-AB-16_4L-1L-175L-382400-475-02.jpg,,"Style No : 382400 Color : AB, Cream, Gold Theme : Pearl  Necklace Size : 16"" + 4"" L  Decor Size : 1"" L Earring Size : 1.75"" L Pearl Crystal Rhinestone Pave V Collar Necklace",4.75
Crystal Rhinestone Pave Fringe Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180309/RN17668-G-AB-16_4L-1L-175L-382386-525-02.jpg,,"Style No : 382386 Color : AB, Gold Theme : Fringe  Necklace Size : 16"" + 4"" L  Decor Size : 1"" L Earring Size : 1.75"" L Crystal Rhinestone Pave Fringe Necklace",5.25
Floral Crystal Rhinestone Pave Necklace,JEWELRY;NECKLACE/RHINESTONE,images/20180309/RN17665-G-CRY-16_4L-2L-175L-382375-600-02.jpg,,"Style No : 382375 Color : Clear, Gold Theme : Flower & Leaf  Necklace Size : 16"" + 4"" L  Decor Size : 2"" L Earring Size : 1.75"" L Floral Crystal Rhinestone Pave Necklace",6.00
