Product Name,Category,Product Image File - 1,Product Image File - 2,Product Description,Cost Price
Tied Natural Stone Bead Strand Wrap Bracelet,JEWELRY;BRACELET/FASHION,images/20160914/FB1036-GL-BUR-8mm-21_2L-319179-675-015.jpg,images/20160914/des_img/FB1036-GL-BUR-8mm-21_2L-319179-675-015-1.jpg,"Style No : 319179 Color : Burgundy, Gold  Size : 8 mm, 21"" + 2"" L Tied natural stone bead strand wrap bracelet",6.75
Seafoam Pebble & Crystal Wrap Bracelet,JEWELRY;BRACELET/FASHION,images/20160804/FB1097-GD-BEG-05H-15_1L-313638-350-0.15.jpg,images/20160804/des_img/FB1097-GD-BEG-05H-15_1L-313638-350-0.15-1.jpg,"Style No : 313638 Color : Gold, Beige  Size : 0.5"" H, 15"" + 1"" L Seafoam pebble & crystal wrap bracelet",3.50
Multi-tier Beaded Faux Leather Bracelet,JEWELRY;BRACELET/FASHION,images/20160907/FB0755-GL-BLU-1H-7_2L-318134-475-02.jpg,images/20160907/des_img/FB0755-GL-BLU-1H-7_2L-318134-475-02-1.jpg,"Style No : 318134 Color : Blue, Gold  Size : 1"" H, 7"" + 2"" L Multi-tier beaded faux leather bracelet",4.75
Metal Pineapple & Apple Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160913/SB1006-SB-075H-STR-318997-525-02.jpg,images/20160913/des_img/SB1006-SB-075H-STR-318997-525-02-1.jpg,"Style No : 318997 Color : Silver Burnished Theme : Fruits/Food  Size : 0.75"" H Stretchable Metal pineapple & apple stretch bracelet",5.25
Metal Pineapple & Apple Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160913/SB1006-RGB-075H-STR-318996-525-02.jpg,images/20160913/des_img/SB1006-RGB-075H-STR-318996-525-02-1.jpg,"Style No : 318996 Color : Rose Gold Burnished Theme : Fruits/Food  Size : 0.75"" H Stretchable Metal pineapple & apple stretch bracelet",5.25
Metal Pineapple & Apple Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160913/SB1006-OG-075H-STR-318995-525-02.jpg,images/20160913/des_img/SB1006-OG-075H-STR-318995-525-02-1.jpg,"Style No : 318995 Color : Patina Verdigris Theme : Fruits/Food  Size : 0.75"" H Stretchable Metal pineapple & apple stretch bracelet",5.25
Metal Pineapple & Apple Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160913/SB1006-MT-075H-STR-318994-525-02.jpg,images/20160913/des_img/SB1006-MT-075H-STR-318994-525-02-1.jpg,"Style No : 318994 Color : Multi Theme : Fruits/Food  Size : 0.75"" H Stretchable Metal pineapple & apple stretch bracelet",5.25
"""joy Love Happy Dream"" Cinch Bracelet",JEWELRY;BRACELET/ADJUSTABLE,images/20160914/FB8443-WS-04H-ADJ-319209-475-015.jpg,,"Style No : 319209 Color : Matte Silver Theme : Love, Message  Size : 0.4"" H Adjustable ""Joy Love Happy Dream"" cinch bracelet",4.75
Tied Natural Stone Bead Bracelet,JEWELRY;BRACELET/FASHION,images/20160914/FB1034-GL-BRN-05H-6_3L-319178-475-015.jpg,images/20160914/des_img/FB1034-GL-BRN-05H-6_3L-319178-475-015-1.jpg,"Style No : 319178 Color : Brown, Gold  Size : 0.5"" H, 6"" + 3"" L Tied natural stone bead bracelet",4.75
Tied Natural Stone Bead Bracelet,JEWELRY;BRACELET/FASHION,images/20160914/FB1034-GL-BKD-05H-6_3L-319177-475-015.jpg,images/20160914/des_img/FB1034-GL-BKD-05H-6_3L-319177-475-015-1.jpg,"Style No : 319177 Color : Black Diamond, Gold  Size : 0.5"" H, 6"" + 3"" L Tied natural stone bead bracelet",4.75
Metal Lizard Hook Bracelet,JEWELRY;BRACELET/METAL,images/20160913/MB6182-OG-1X274-27D-318965-375-015.jpg,,"Style No : 318965 Color : Patina Verdigris Theme : Reptile  Size : 1"" X 2.75"", 2.7"" D Metal Lizard hook bracelet",3.75
Metal Lizard Hook Bracelet,JEWELRY;BRACELET/METAL,images/20160913/MB6182-GD-1X274-27D-318964-375-015.jpg,,"Style No : 318964 Color : Gold Theme : Reptile  Size : 1"" X 2.75"", 2.7"" D Metal Lizard hook bracelet",3.75
Metal Lizard Hook Bracelet,JEWELRY;BRACELET/METAL,images/20160913/MB6182-CB-1X274-27D-318963-375-015.jpg,,"Style No : 318963 Color : Copper Burnished Theme : Reptile  Size : 1"" X 2.75"", 2.7"" D Metal Lizard hook bracelet",3.75
Metal Turtle & Starfish Link Magnetic Bracelet,JEWELRY;BRACELET/MAGNETIC,images/20160912/MGB8182-AS-075H-7L-MAG-318720-300-015.jpg,,"Style No : 318720 Color : Antique Silver Theme : Starfish  Size : 0.75"" H, 7"" L Metal turtle & starfish link magnetic bracelet",3.50
3 Pcs - Howlite Stone & Triple Pearl Vintage Metal Butterfly Stack Bracelets,JEWELRY;BRACELET/MULTI LAYERED,images/20160909/MLB0873-SB-TQS-1H-23D-3LYRS-318588-600-01.jpg,images/20160909/des_img/MLB0873-SB-TQS-1H-23D-3LYRS-318588-600-01-1.jpg,"Style No : 318588 Color : Turquoise, Silver Burnished Theme : Butterfly  Size : 1"" H, 2.3"" D 3 Layers 3 PCS - Howlite stone & triple pearl vintage metal butterfly stack bracelets",6.00
3 Pcs - Howlite Stone & Triple Pearl Vintage Metal Butterfly Stack Bracelets,JEWELRY;BRACELET/MULTI LAYERED,images/20160901/MLB0873-GB-TQS-1H-23D-3LYRS-317520-600-015.jpg,images/20160901/des_img/MLB0873-GB-TQS-1H-23D-3LYRS-317520-600-015-1.jpg,"Style No : 317520 Color : Turquoise, Gold Burnished Theme : Butterfly, Pearl  Size : 1"" H, 2.3"" D 3 Layers 3 PCS - Howlite stone & triple pearl vintage metal butterfly stack bracelets",6.00
Feather Charm Beaded Bracelet,JEWELRY;BRACELET/FASHION,images/20160912/FB06082-BB-BRN-075H-8_1L-318703-425-015.jpg,,"Style No : 318703 Color : Brown, Gold Burnished Theme : Feather  Size : 0.75"" H, 8"" + 1"" L Feather charm beaded bracelet",4.25
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-RH-JT-CL-1H-Str-120479-750-02.jpg,images/20110325/des_img/SB291-RH-JT-CL-1H-Str-120479-750-02-1.jpg,"Style No : 120479 Color : Rhodium, Clear, Black Theme : Flower & Leaf  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20150722/SB291-RH-AB-1H-Str-120477-750-02.jpg,images/20150722/des_img/SB291-RH-AB-1H-Str-120477-750-02-1.jpg,"Style No : 120477 Color : Rhodium, AB  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-JT-B-1H-Str-120473-750-02.jpg,images/20110325/des_img/SB291-JT-B-1H-Str-120473-750-02-1.jpg,"Style No : 120473 Color : Black  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20130920/SB291-GD-LTG-1H-Str-212253-750-02.jpg,images/20130920/des_img/SB291-GD-LTG-1H-Str-212253-750-02-1.jpg,"Style No : 212253 Color : Lt Col Topaz, Gold  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-GD-AB-1H-Str-120474-750-02.jpg,images/20110325/des_img/SB291-GD-AB-1H-Str-120474-750-02-1.jpg,"Style No : 120474 Color : Gold, AB  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20150424/SB291-G-CL-1H-Str-268817-750-02.jpg,images/20150424/des_img/SB291-G-CL-1H-Str-268817-750-02-1.jpg,"Style No : 268817 Color : Gold, Clear  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-BK-MULTI-1H-Str-126288-750-02.jpg,images/20110325/des_img/SB291-BK-MULTI-1H-Str-126288-750-02-1.jpg,"Style No : 126288 Color : Multi, Black  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110421/SB291-BK-JT-HM-1H-Str-129683-750-02.jpg,images/20110421/des_img/SB291-BK-JT-HM-1H-Str-129683-750-02-1.jpg,"Style No : 129683 Color : Hematite, Black, AB  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-BK-FC-1H-Str-126287-750-02.jpg,images/20110325/des_img/SB291-BK-FC-1H-Str-126287-750-02-1.jpg,"Style No : 126287 Color : Fuchsia, Black  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-BK-CL-1H-Str-120472-750-02.jpg,images/20110325/des_img/SB291-BK-CL-1H-Str-120472-750-02-1.jpg,"Style No : 120472 Color : Clear, Black  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-BK-CABL-SP-1H-Str-125042-750-02.jpg,images/20110325/des_img/SB291-BK-CABL-SP-1H-Str-125042-750-02-1.jpg,"Style No : 125042 Color : Blue, Black, AB  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-BK-BZ-PE-1H-Str-125039-750-02.jpg,images/20110325/des_img/SB291-BK-BZ-PE-1H-Str-125039-750-02-1.jpg,"Style No : 125039 Color : Blue Zircon, Black, AB, Peridot  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-BK-AME-1H-Str-125037-750-02.jpg,images/20110325/des_img/SB291-BK-AME-1H-Str-125037-750-02-1.jpg,"Style No : 125037 Color : Black, Amethyst , AB  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-BK-AB-1H-Str-120471-750-02.jpg,images/20110325/des_img/SB291-BK-AB-1H-Str-120471-750-02-1.jpg,"Style No : 120471 Color : Clear, Black, AB  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20110325/SB291-BD-1H-Str-120476-750-02.jpg,images/20110325/des_img/SB291-BD-1H-Str-120476-750-02-1.jpg,"Style No : 120476 Color : Hematite, Black Diamond  Size : 1"" H Stretchable Crystal Rhinestone Stretch Bracelet",7.50
Turquoise Tribal Metal Double Horn Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160908/SB07101-3T-TQS-1H-STR-318438-475-02.jpg,,"Style No : 318438 Color : Copper Burnished, Gold Burnished, Silver Burnished, Turquoise Theme : Tribal  Size : 1"" H Stretchable Turquoise tribal metal double horn stretch bracelet",4.75
Turquoise Tribal Metal Double Horn Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160908/SB07101-P3T-TQ-1H-STR-318439-475-02.jpg,,"Style No : 318439 Color : Multi, Turquoise Theme : Tribal  Size : 1"" H Stretchable Turquoise tribal metal double horn stretch bracelet",4.75
Turquoise Tribal Metal Double Horn Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160908/SB07101-SB-TQS-1H-STR-318440-475-02.jpg,,"Style No : 318440 Color : Silver Burnished, Turquoise Theme : Tribal  Size : 1"" H Stretchable Turquoise tribal metal double horn stretch bracelet",4.75
Crystal Banded Antique Metal Cuff Bracelet,JEWELRY;BRACELET/CUFF,images/20160908/CFB8331-BB-2H-CUFF-318381-475-03.jpg,images/20160908/des_img/CFB8331-BB-2H-CUFF-318381-475-03-1.jpg,"Style No : 318381 Color : Gold Burnished  Size : 2"" H Crystal banded antique metal cuff bracelet",4.75
Crystal Banded Antique Metal Cuff Bracelet,JEWELRY;BRACELET/CUFF,images/20160908/CFB8330-BB-2H-CUFF-318378-475-03.jpg,images/20160908/des_img/CFB8330-BB-2H-CUFF-318378-475-03-1.jpg,"Style No : 318378 Color : Gold Burnished  Size : 2"" H Crystal banded antique metal cuff bracelet",4.75
"""beautiful"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4261-RH-02H-25D-318227-300-01-.jpg,images/20160907/des_img/MSB4261-RH-02H-25D-318227-300-01-1.jpg,"Style No : 318227 Color : Rhodium Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Beautiful"" thin metal hook bracelet",3.50
"""beautiful"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4261-RG-02H-25D-318226-300-01-.jpg,images/20160907/des_img/MSB4261-RG-02H-25D-318226-300-01-1.jpg,"Style No : 318226 Color : Rose Gold  Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Beautiful"" thin metal hook bracelet",3.50
"""beautiful"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4261-GD-02H-25D-318225-300-01-.jpg,images/20160907/des_img/MSB4261-GD-02H-25D-318225-300-01-1.jpg,"Style No : 318225 Color : Gold Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Beautiful"" thin metal hook bracelet",3.50
"""you Make Me Happy"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4255-GD-02H-25D-318219-300-01--s.jpg,images/20160907/des_img/MSB4255-RH-02H-25D-318221-300-01-1.jpg,"Style No : 318221 Color : Rhodium Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""You make me happy"" thin metal hook bracelet",3.50
"""you Make Me Happy"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4255-GD-02H-25D-318219-300-01-.jpg,images/20160907/des_img/MSB4255-GD-02H-25D-318219-300-01-1.jpg,"Style No : 318219 Color : Gold Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""You make me happy"" thin metal hook bracelet",3.50
"""love Is Sweet"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4253-RH-02H-25D-318218-300-01-.jpg,images/20160907/des_img/MSB4253-RH-02H-25D-318218-300-01-1.jpg,"Style No : 318218 Color : Rhodium Theme : Love, Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Love is sweet"" thin metal hook bracelet",3.50
"""love Is Sweet"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4253-GD-02H-25D-318216-300-01-.jpg,images/20160907/des_img/MSB4253-GD-02H-25D-318216-300-01-1.jpg,"Style No : 318216 Color : Gold Theme : Love, Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Love is sweet"" thin metal hook bracelet",3.50
"""live What You Love"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4246-RH-02H-25D-318214-300-01-.jpg,images/20160907/des_img/MSB4246-RH-02H-25D-318214-300-01-1.jpg,"Style No : 318214 Color : Rhodium Theme : Message  Size : 0.2"" H ID : 60 mm X 45 mm (2.5"" D) ""Live what you love"" thin metal hook bracelet",3.50
"""live What You Love"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4246-RG-02H-25D-318213-300-01-.jpg,images/20160907/des_img/MSB4246-RG-02H-25D-318213-300-01-1.jpg,"Style No : 318213 Color : Rose Gold  Theme : Message  Size : 0.2"" H ID : 60 mm X 45 mm (2.5"" D) ""Live what you love"" thin metal hook bracelet",3.50
"""live What You Love"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4246-GD-02H-25D-318212-300-01-.jpg,images/20160907/des_img/MSB4246-GD-02H-25D-318212-300-01-1.jpg,"Style No : 318212 Color : Gold Theme : Message  Size : 0.2"" H ID : 60 mm X 45 mm (2.5"" D) ""Live what you love"" thin metal hook bracelet",3.50
"""must Have"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4245-RH-02H-25D-318211-300-01-.jpg,images/20160907/des_img/MSB4245-RH-02H-25D-318211-300-01-1.jpg,"Style No : 318211 Color : Rhodium Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Must have"" thin metal hook bracelet",3.50
"""must Have"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4245-RG-02H-25D-318210-300-01-.jpg,images/20160907/des_img/MSB4245-RG-02H-25D-318210-300-01-1.jpg,"Style No : 318210 Color : Rose Gold  Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Must have"" thin metal hook bracelet",3.50
"""must Have"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4245-GD-02H-25D-318209-300-01-.jpg,images/20160907/des_img/MSB4245-GD-02H-25D-318209-300-01-1.jpg,"Style No : 318209 Color : Gold Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Must have"" thin metal hook bracelet",3.50
"""don't Be Afraid"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4240-RG-02H-25D-318207-300-01-.jpg,images/20160907/des_img/MSB4240-RG-02H-25D-318207-300-01-1.jpg,"Style No : 318207 Color : Rose Gold  Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Don't be afraid"" thin metal hook bracelet",3.50
"""don't Be Afraid"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160907/MSB4240-GD-02H-25D-318206-300-01-.jpg,images/20160907/des_img/MSB4240-GD-02H-25D-318206-300-01-1.jpg,"Style No : 318206 Color : Gold Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Don't be afraid"" thin metal hook bracelet",3.50
Metal Pineapple & Tassel Charm Bracelet,JEWELRY;BRACELET/FASHION,images/20160906/FB1475-OG-15H-ADJ-318055-375-01.jpg,,"Style No : 318055 Theme : Fruits/Food, Tassel  Size : 1.5"" H Adjustable Metal pineapple & tassel charm bracelet",3.75
Crystal Rhinestone Teardrop Link Evening Hand Chain Bracelet,JEWELRY;BRACELET/EVENING,images/20160907/EVB5828-B-RD-4H-Str-1H-Str-318074-1125-03.jpg,images/20160907/des_img/EVB5828-B-RD-4H-Str-1H-Str-318074-1125-03-1.jpg,"Style No : 318074 Color : Hematite, Red  Size : 4"" H / Stretchable Ring Size : 1"" H / Stretchable Crystal rhinestone teardrop link evening hand chain bracelet",11.25
Crystal Rhinestone Teardrop Link Evening Hand Chain Bracelet,JEWELRY;BRACELET/EVENING,images/20160907/EVB5828-B-JT-4H-Str-1H-Str-318073-1125-03.jpg,images/20160907/des_img/EVB5828-B-JT-4H-Str-1H-Str-318073-1125-03-1.jpg,"Style No : 318073 Color : Black, Hematite  Size : 4"" H / Stretchable Ring Size : 1"" H / Stretchable Crystal rhinestone teardrop link evening hand chain bracelet",11.25
"""hope"" Message Key Faux Leather Magnetic Bracelet",JEWELRY;BRACELET/FASHION,images/20160903/MGB11-4291-GB-BR-075H-75L-MAGN-317863-350-015.jpg,,"Style No : 317863 Color : Brown, Gold Burnished Theme : Key&Lock, Message  Size : 0.75"" H, 7.5"" L Magnetic closure ""Hope"" message key faux leather magnetic bracelet",3.50
"""faith"" Message Key Faux Leather Magnetic Bracelet",JEWELRY;BRACELET/FASHION,images/20160903/MGB11-4289-GB-BR-075H-75L-MAGN-317861-350-015.jpg,,"Style No : 317861 Color : Brown, Gold Burnished Theme : Key&Lock, Message  Size : 0.75"" H, 7.5"" L Magnetic closure ""Faith"" message key faux leather magnetic bracelet",3.50
Tri-tone Charm Bible Verse Bangle Bracelet,JEWELRY;BRACELET/RELIGIOUS,images/20160905/RB00575-AS-025W-25D-375-015-41522.jpg,images/20160905/des_img/RB00575-AS-025W-25D-375-015-41522-1.jpg,"Style No : 41522 Color : Antique Silver Theme : Cross, Religious  0.25"" width  2.5"" diameter  inspirational prayer card tri-tone charm bible verse bangle bracelet",3.75
Emerald Cut Crystal Rhinestone Wide Stretch Bracelet,JEWELRY;BRACELET/EVENING,images/20160902/EVB3282-S-CRY-25H-STR-317673-1075-05.jpg,images/20160902/des_img/EVB3282-S-CRY-25H-STR-317673-1075-05-1.jpg,"Style No : 317673 Color : Clear, Silver  Size : 2.5"" H Stretchable Emerald cut crystal rhinestone wide stretch bracelet",12.00
Emerald Cut Crystal Rhinestone Wide Stretch Bracelet,JEWELRY;BRACELET/EVENING,images/20160902/EVB3282-S-AB-25H-STR-317672-1075-05.jpg,images/20160902/des_img/EVB3282-S-AB-25H-STR-317672-1075-05-1.jpg,"Style No : 317672 Color : AB, Silver  Size : 2.5"" H Stretchable Emerald cut crystal rhinestone wide stretch bracelet",12.00
Emerald Cut Crystal Rhinestone Wide Stretch Bracelet,JEWELRY;BRACELET/EVENING,images/20160902/EVB3282-G-CRY-25H-STR-317671-1075-05.jpg,images/20160902/des_img/EVB3282-G-CRY-25H-STR-317671-1075-05-1.jpg,"Style No : 317671 Color : Clear, Gold  Size : 2.5"" H Stretchable Emerald cut crystal rhinestone wide stretch bracelet",12.00
Emerald Cut Crystal Rhinestone Wide Stretch Bracelet,JEWELRY;BRACELET/EVENING,images/20160902/EVB3282-G-AB-25H-STR-317670-1075-05.jpg,images/20160902/des_img/EVB3282-G-AB-25H-STR-317670-1075-05-1.jpg,"Style No : 317670 Color : AB, Gold  Size : 2.5"" H Stretchable Emerald cut crystal rhinestone wide stretch bracelet",12.00
Emerald Cut Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/EVENING,images/20160902/EVB3281-S-CRY-15H-STR-317669-750-035.jpg,images/20160902/des_img/EVB3281-S-CRY-15H-STR-317669-750-035-1.jpg,"Style No : 317669 Color : Clear, Silver  Size : 1.5"" H Stretchable Emerald cut crystal rhinestone stretch bracelet",8.00
Emerald Cut Crystal Rhinestone Stretch Bracelet,JEWELRY;BRACELET/EVENING,images/20160902/EVB3281-G-AB-15H-STR-317666-750-035.jpg,images/20160902/des_img/EVB3281-G-AB-15H-STR-317666-750-035-1.jpg,"Style No : 317666 Color : AB, Gold  Size : 1.5"" H Stretchable Emerald cut crystal rhinestone stretch bracelet",8.00
Metal Detail Faux Leather Wrap Bracelet,JEWELRY;BRACELET/FASHION,images/20160902/FB7121-SB-TAU-03H-135_15L-317823-475-015.jpg,images/20160902/des_img/FB7121-SB-TAU-03H-135_15L-317823-475-015-1.jpg,"Style No : 317823 Color : Silver Burnished  Size : 0.3"" H, 13.5"" + 1.5"" L Metal detail faux leather wrap bracelet",4.75
Metal Mermaid Wrap Open Bracelet,JEWELRY;BRACELET/METAL,images/20160831/MB6357-GD-16H-ADJ-317252-375-015.jpg,,"Style No : 317252 Color : Gold Theme : Mermaid, Sea Life  Size : 1.6"" H Metal mermaid wrap open bracelet",3.75
Metal Mermaid Wrap Open Bracelet,JEWELRY;BRACELET/METAL,images/20160831/MB6357-GB-16H-ADJ-317253-375-015.jpg,,"Style No : 317253 Color : Gold Burnished Theme : Mermaid, Sea Life  Size : 1.6"" H Metal mermaid wrap open bracelet",3.75
Metal Mermaid Wrap Open Bracelet,JEWELRY;BRACELET/METAL,images/20160831/MB6357-SB-16H-ADJ-317255-375-015.jpg,,"Style No : 317255 Color : Silver Burnished Theme : Mermaid, Sea Life  Size : 1.6"" H Metal mermaid wrap open bracelet",3.75
Metal Mermaid Link Magnetic Bracelet,JEWELRY;BRACELET/MAGNETIC,images/20160902/MGB6307-SB-07H-8L-MAG-317616-375-015.jpg,,"Style No : 317616 Color : Silver Burnished Theme : Mermaid, Sea Life  Size : 0.7"" H, 8"" L Magnetic closure Metal mermaid link magnetic bracelet",3.75
Metal Mermaid Link Magnetic Bracelet,JEWELRY;BRACELET/MAGNETIC,images/20160902/MGB6307-GB-07H-8L-MAG-317614-375-015.jpg,,"Style No : 317614 Color : Gold Burnished Theme : Mermaid, Sea Life  Size : 0.7"" H, 8"" L Magnetic closure Metal mermaid link magnetic bracelet",3.75
"""lol"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160901/MSB4213-RG-02H-25D-317598-300-01-.jpg,images/20160901/des_img/MSB4213-RG-02H-25D-317598-300-01-1.jpg,"Style No : 317598 Color : Rose Gold  Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Lol"" thin metal hook bracelet",3.50
"""awesome"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160901/MSB4208-GD-02H-25D-317594-300-01-.jpg,images/20160901/des_img/MSB4208-GD-02H-25D-317594-300-01-1.jpg,"Style No : 317594 Color : Gold Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Awesome"" thin metal hook bracelet",3.50
"""awesome"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160901/MSB4208-RG-02H-25D-317595-300-01-.jpg,images/20160901/des_img/MSB4208-RG-02H-25D-317595-300-01-1.jpg,"Style No : 317595 Color : Rose Gold  Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Awesome"" thin metal hook bracelet",3.50
"""awesome"" Thin Metal Hook Bracelet",JEWELRY;BRACELET/METAL,images/20160901/MSB4208-RH-02H-25D-317596-300-01-.jpg,images/20160901/des_img/MSB4208-RH-02H-25D-317596-300-01-1.jpg,"Style No : 317596 Color : Rhodium Theme : Message  Size : 3mm ID : 60 mm X 45 mm (2.5"" D) ""Awesome"" thin metal hook bracelet",3.50
Metal Cactus Plate & Beaded Toggle Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160902/SB6321-SB-GB-2H-7L-STR-317620-450-015.jpg,images/20160902/des_img/SB6321-SB-GB-2H-7L-STR-317620-450-015-1.jpg,"Style No : 317620 Color : Gold Burnished, Silver Burnished Theme : Cactus  Size : 2"" H, 7"" L Stretchable Metal cactus plate & beaded toggle stretch bracelet",4.50
Metal Cactus Plate & Beaded Toggle Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160902/SB6321-GB-SB-2H-7L-STR-317617-450-015.jpg,images/20160902/des_img/SB6321-GB-SB-2H-7L-STR-317617-450-015-1.jpg,"Style No : 317617 Color : Gold Burnished, Silver Burnished Theme : Cactus  Size : 2"" H, 7"" L Stretchable Metal cactus plate & beaded toggle stretch bracelet",4.50
Metal Doubel Pineapple Plate & Beaded Toggle Stretch Bracelet,JEWELRY;BRACELET/STRETCH,images/20160902/SB6283-CB-OG-2H-7L-STR-317605-450-015.jpg,images/20160902/des_img/SB6283-CB-OG-2H-7L-STR-317605-450-015-1.jpg,"Style No : 317605 Color : Copper Burnished, Patina Verdigris Theme : Fruits/Food  Size : 2"" H, 7"" L Stretchable Metal doubel pineapple plate & beaded toggle stretch bracelet",4.50
Metal Mermaid Hook Bracelet,JEWELRY;BRACELET/METAL,images/20160902/MB6353-GB-1H-25D-317632-300-01.jpg,,"Style No : 317632 Color : Gold Burnished Theme : Mermaid, Sea Life  Size : 1"" H, 2.5"" D Metal mermaid hook bracelet",3.00
